Unnamed: 0,age,gender,year_in_school,major,monthly_income_idr,financial_aid_idr,tuition_idr,housing_idr,food_idr,transportation_idr,books_supplies_idr,entertainment_idr,personal_care_idr,technology_idr,health_wellness_idr,miscellaneous_idr,preferred_payment_method
579,20,Male,Sophomore,Biology,22185000,5970000,82755000,12810000,3570000,1395000,3810000,1770000,330000,2145000,540000,1005000,Cash
580,21,Non-binary,Sophomore,Economics,14910000,7035000,56745000,6225000,2160000,2580000,1995000,615000,1320000,4260000,1740000,2985000,Mobile Payment App
581,25,Female,Sophomore,Biology,12645000,8325000,76065000,9060000,1890000,2925000,2895000,1605000,795000,2385000,735000,1080000,Mobile Payment App
582,21,Non-binary,Junior,Biology,21180000,10065000,90000000,13755000,4425000,2865000,1545000,330000,1275000,4455000,930000,2100000,Mobile Payment App
583,22,Male,Junior,Computer Science,10905000,3570000,80310000,10995000,4875000,2730000,2325000,630000,1215000,3300000,2985000,2640000,Credit/Debit Card
584,25,Male,Sophomore,Computer Science,9330000,9630000,69555000,12930000,4350000,3000000,3990000,315000,660000,3435000,2520000,1155000,Mobile Payment App
585,23,Female,Senior,Computer Science,20880000,2955000,47415000,14310000,4305000,1515000,2520000,825000,780000,2700000,2025000,1485000,Credit/Debit Card
586,19,Male,Sophomore,Computer Science,22365000,12135000,73860000,11880000,2865000,2160000,4305000,1215000,540000,3345000,1560000,2790000,Credit/Debit Card
587,22,Non-binary,Junior,Engineering,15570000,8100000,65670000,11865000,3030000,1395000,2760000,1575000,720000,3810000,1185000,2400000,Mobile Payment App
588,24,Female,Junior,Biology,12810000,7515000,49035000,14850000,3735000,2970000,3705000,2025000,405000,795000,1470000,1005000,Mobile Payment App
589,21,Male,Sophomore,Biology,21225000,10320000,78165000,12855000,3810000,2340000,4125000,2220000,810000,3405000,1785000,1305000,Cash
590,18,Non-binary,Senior,Economics,17040000,6510000,67830000,9630000,2160000,1815000,3285000,2235000,1200000,2820000,810000,2190000,Mobile Payment App
591,22,Non-binary,Senior,Computer Science,14565000,1500000,54675000,14685000,2445000,2010000,750000,1275000,1290000,4005000,2895000,1200000,Credit/Debit Card
592,20,Non-binary,Senior,Economics,16725000,465000,78090000,6630000,4980000,2235000,3435000,1740000,1035000,4080000,1545000,2400000,Mobile Payment App
593,20,Non-binary,Freshman,Biology,7845000,4185000,71655000,6255000,3840000,2820000,2340000,1575000,1155000,2865000,2055000,615000,Cash
594,24,Non-binary,Junior,Psychology,7995000,12225000,84300000,12750000,3045000,2490000,3300000,1365000,510000,3525000,585000,2070000,Credit/Debit Card
595,19,Female,Sophomore,Psychology,16935000,12480000,58275000,10365000,1965000,2205000,3270000,570000,570000,4380000,2520000,1500000,Cash
596,22,Non-binary,Senior,Economics,11085000,13245000,46485000,13500000,4215000,1665000,1620000,1815000,435000,2415000,2055000,690000,Credit/Debit Card
597,18,Female,Senior,Engineering,16485000,6345000,55350000,14595000,4305000,1470000,4050000,2190000,1500000,2040000,1920000,1935000,Mobile Payment App
598,25,Non-binary,Junior,Psychology,9150000,2220000,81210000,13305000,3840000,855000,3135000,1260000,1140000,3300000,2760000,1560000,Mobile Payment App
599,23,Male,Junior,Biology,19575000,9630000,83490000,12660000,4110000,1800000,2670000,420000,420000,2685000,1830000,1095000,Credit/Debit Card
600,23,Female,Freshman,Engineering,18945000,11160000,50535000,12375000,2115000,1755000,2025000,675000,585000,2385000,2370000,1710000,Cash
601,23,Female,Freshman,Engineering,9840000,12540000,53790000,11550000,2580000,1665000,3915000,1170000,1485000,2655000,2175000,1110000,Cash
602,22,Female,Junior,Economics,14625000,6090000,57825000,11280000,3735000,1395000,1830000,1875000,840000,2715000,1545000,750000,Credit/Debit Card
603,25,Male,Freshman,Computer Science,21885000,14940000,74355000,13380000,2130000,765000,3645000,1920000,1245000,1965000,960000,525000,Mobile Payment App
604,25,Non-binary,Junior,Biology,19530000,1725000,48975000,8415000,3780000,1320000,2940000,1260000,405000,2370000,1875000,1815000,Mobile Payment App
605,18,Female,Senior,Computer Science,16725000,10635000,71175000,10995000,3930000,1770000,2955000,1455000,1185000,2730000,480000,780000,Mobile Payment App
606,24,Non-binary,Freshman,Engineering,12240000,9870000,69210000,7470000,2715000,1545000,810000,1005000,1020000,4320000,2445000,2115000,Mobile Payment App
607,24,Non-binary,Freshman,Engineering,20370000,480000,84870000,10440000,2040000,1155000,3240000,1050000,1335000,1545000,1350000,2445000,Mobile Payment App
608,20,Female,Junior,Psychology,15810000,1305000,84510000,14970000,3990000,2550000,2865000,2055000,1500000,2625000,1410000,1215000,Cash
609,24,Non-binary,Freshman,Engineering,20580000,3120000,68175000,10035000,3930000,1140000,3165000,2070000,1245000,4365000,1095000,1635000,Credit/Debit Card
610,24,Non-binary,Sophomore,Engineering,16515000,7620000,55770000,6345000,5115000,2325000,4365000,1665000,1125000,3945000,1830000,780000,Mobile Payment App
611,23,Male,Junior,Engineering,18870000,14085000,69930000,11175000,3750000,1815000,3570000,1515000,900000,3945000,510000,1695000,Cash
612,23,Male,Freshman,Biology,20985000,9945000,71625000,9180000,4335000,2535000,1740000,2220000,1110000,3585000,2985000,1230000,Cash
613,21,Male,Senior,Biology,22035000,8880000,85275000,7575000,4080000,840000,3585000,345000,855000,2415000,1605000,2745000,Cash
614,23,Male,Sophomore,Engineering,8400000,4500000,74310000,8310000,1500000,1830000,2610000,1635000,1380000,2820000,1020000,1725000,Cash
615,24,Male,Freshman,Engineering,7905000,5055000,79920000,6930000,5235000,2565000,4320000,2175000,1380000,3615000,1800000,1875000,Credit/Debit Card
616,20,Male,Freshman,Biology,17475000,4230000,48960000,13035000,1980000,1365000,3825000,840000,555000,1275000,2805000,915000,Mobile Payment App
617,25,Male,Junior,Computer Science,14940000,10380000,69795000,11475000,5265000,2220000,3645000,465000,870000,1110000,2865000,2640000,Credit/Debit Card
618,24,Male,Junior,Engineering,9450000,7920000,60015000,13815000,5655000,2895000,1305000,2130000,900000,2325000,765000,870000,Cash
619,19,Male,Junior,Engineering,8130000,3075000,69570000,12570000,4980000,1005000,3555000,1110000,1200000,3075000,1740000,2625000,Mobile Payment App
620,19,Non-binary,Freshman,Psychology,9720000,13935000,64410000,10440000,4005000,1560000,3225000,1185000,1440000,4290000,525000,660000,Credit/Debit Card
621,22,Non-binary,Senior,Computer Science,9585000,10485000,69375000,6945000,5070000,1200000,3975000,765000,1200000,4425000,1545000,2055000,Credit/Debit Card
622,18,Non-binary,Sophomore,Engineering,10935000,9975000,66960000,10050000,5670000,1830000,2865000,2175000,1410000,2970000,2535000,1515000,Cash
623,19,Male,Junior,Computer Science,15315000,7095000,69210000,13125000,4230000,855000,2865000,630000,600000,2295000,1590000,2355000,Mobile Payment App
624,23,Male,Senior,Economics,18435000,11910000,74520000,14295000,3240000,1275000,1275000,2145000,555000,4200000,1410000,2775000,Credit/Debit Card
625,21,Male,Junior,Engineering,9900000,3105000,80475000,8205000,2910000,885000,1680000,1470000,345000,3435000,2520000,960000,Credit/Debit Card
626,21,Non-binary,Freshman,Computer Science,20145000,90000,46545000,11385000,3570000,1125000,4335000,1605000,615000,2550000,1335000,660000,Cash
627,25,Non-binary,Junior,Computer Science,12495000,6150000,68430000,7875000,4950000,750000,3675000,1680000,1335000,1980000,2055000,2325000,Cash
628,22,Male,Freshman,Computer Science,8325000,765000,75900000,8010000,5310000,1035000,960000,495000,720000,1140000,630000,390000,Cash
629,22,Male,Freshman,Engineering,8115000,1410000,80595000,6135000,3960000,1185000,4320000,885000,645000,1695000,2625000,495000,Credit/Debit Card
630,22,Non-binary,Senior,Economics,11220000,4440000,59430000,10815000,5835000,1065000,1620000,1335000,1395000,1590000,2790000,2550000,Credit/Debit Card
631,21,Female,Sophomore,Engineering,22155000,7455000,64305000,12765000,4440000,795000,1425000,2010000,915000,2145000,1305000,2010000,Cash
632,22,Non-binary,Senior,Biology,18540000,2835000,84825000,11595000,2625000,2175000,3840000,1830000,900000,2145000,1770000,2535000,Credit/Debit Card
633,25,Male,Freshman,Biology,8880000,9855000,57015000,14085000,2055000,1905000,4200000,885000,1125000,3975000,1050000,1275000,Cash
634,25,Female,Senior,Computer Science,8370000,12450000,69630000,13425000,5235000,1335000,4095000,675000,1245000,1185000,1830000,2145000,Mobile Payment App
635,23,Male,Sophomore,Engineering,13875000,6210000,61845000,11640000,2670000,1590000,4020000,1575000,585000,3015000,2160000,1620000,Credit/Debit Card
636,18,Male,Senior,Computer Science,10785000,7470000,56700000,7410000,4680000,2235000,1665000,1890000,1095000,900000,855000,2535000,Mobile Payment App
637,24,Female,Junior,Engineering,14715000,13125000,48990000,12780000,3015000,2505000,1530000,1770000,1080000,1860000,930000,1650000,Credit/Debit Card
638,25,Non-binary,Senior,Economics,20715000,13230000,55560000,6960000,4035000,1320000,3855000,1575000,705000,1590000,2025000,990000,Credit/Debit Card
639,18,Non-binary,Sophomore,Biology,13935000,1890000,50355000,9225000,4860000,1095000,2430000,2250000,870000,3165000,1305000,1155000,Cash
640,24,Male,Junior,Biology,18675000,13590000,81780000,6885000,3825000,1920000,1425000,660000,705000,4320000,2925000,2865000,Mobile Payment App
641,20,Female,Junior,Economics,10365000,5100000,56970000,11220000,2280000,795000,3930000,1770000,1365000,1680000,2445000,1065000,Mobile Payment App
642,24,Female,Freshman,Psychology,19890000,7485000,80295000,12780000,1935000,2490000,2745000,1365000,1275000,4365000,810000,2115000,Credit/Debit Card
643,18,Non-binary,Junior,Psychology,15000000,3045000,77985000,8385000,5565000,1560000,2160000,1050000,945000,1530000,1425000,1575000,Credit/Debit Card
644,25,Male,Junior,Computer Science,8880000,9930000,78315000,10410000,1785000,1395000,4125000,1380000,870000,780000,2700000,2400000,Credit/Debit Card
645,22,Male,Senior,Economics,18405000,3390000,54870000,14265000,3270000,2985000,3570000,1095000,1185000,1680000,2940000,1005000,Mobile Payment App
646,20,Female,Sophomore,Engineering,8625000,8010000,78465000,7590000,5670000,990000,2115000,990000,1125000,840000,2295000,1485000,Cash
647,19,Female,Junior,Engineering,19470000,4845000,52650000,6660000,3330000,2520000,3315000,1470000,915000,2625000,1995000,1035000,Credit/Debit Card
648,23,Male,Sophomore,Engineering,17115000,7230000,54315000,8580000,1815000,2760000,1620000,615000,825000,1395000,1890000,1290000,Cash
649,25,Male,Senior,Biology,10545000,9810000,88890000,11025000,4425000,1500000,4170000,585000,1200000,2085000,2670000,2850000,Credit/Debit Card
650,23,Female,Freshman,Economics,13935000,2400000,51675000,6270000,3195000,1245000,2385000,1305000,810000,825000,2970000,2025000,Mobile Payment App
651,23,Non-binary,Junior,Engineering,21225000,14550000,55410000,7695000,2220000,2355000,4455000,1560000,630000,4410000,2310000,2415000,Mobile Payment App
652,18,Non-binary,Senior,Engineering,20385000,5805000,86205000,14925000,3945000,2895000,3690000,480000,345000,2280000,1650000,1800000,Credit/Debit Card
653,23,Male,Freshman,Biology,17430000,10800000,88200000,9450000,3885000,1755000,1695000,1905000,1410000,1890000,1335000,1950000,Cash
654,18,Female,Sophomore,Biology,9945000,4560000,84825000,9480000,2640000,1335000,3225000,855000,915000,765000,840000,1605000,Credit/Debit Card
655,18,Non-binary,Freshman,Economics,21480000,135000,83520000,13935000,3360000,1620000,3975000,1035000,330000,1530000,1800000,2265000,Credit/Debit Card
656,20,Non-binary,Freshman,Computer Science,9945000,12345000,54555000,10425000,2865000,2205000,4155000,345000,1095000,3180000,2820000,2685000,Mobile Payment App
657,18,Non-binary,Senior,Economics,19905000,1635000,59625000,14100000,5445000,2295000,2355000,1320000,1470000,1785000,780000,300000,Credit/Debit Card
658,22,Male,Senior,Psychology,15675000,5385000,80715000,9150000,4035000,1065000,3135000,735000,1245000,4365000,2520000,2745000,Credit/Debit Card
659,21,Male,Junior,Computer Science,9285000,9075000,48570000,11895000,5700000,1335000,1305000,2025000,540000,3135000,1380000,1260000,Credit/Debit Card
660,21,Non-binary,Freshman,Economics,12225000,13575000,45795000,6495000,5325000,1260000,3615000,1335000,1005000,3930000,2115000,615000,Cash
661,20,Non-binary,Freshman,Biology,10920000,5985000,76920000,14505000,2280000,2085000,4395000,1440000,585000,4305000,2760000,2355000,Cash
662,21,Male,Senior,Economics,14115000,12465000,55305000,10830000,5850000,2025000,1215000,1965000,1035000,1860000,1605000,570000,Mobile Payment App
663,18,Male,Freshman,Psychology,17640000,645000,50280000,12570000,3165000,900000,4170000,1815000,315000,1620000,1305000,2460000,Credit/Debit Card
664,22,Non-binary,Sophomore,Computer Science,16380000,8610000,59955000,10965000,2805000,1395000,2265000,945000,825000,1440000,2535000,1770000,Credit/Debit Card
665,18,Female,Sophomore,Biology,21585000,7890000,50910000,13440000,2640000,1290000,2010000,945000,780000,2250000,2625000,1935000,Mobile Payment App
666,22,Male,Senior,Economics,12240000,9240000,51915000,8145000,5250000,1515000,1350000,1545000,360000,3675000,660000,2250000,Credit/Debit Card
667,18,Male,Junior,Biology,21195000,11625000,70725000,6855000,3960000,1065000,3750000,1905000,810000,2280000,1365000,1800000,Cash
668,24,Female,Sophomore,Biology,16140000,5325000,68940000,6960000,2010000,1485000,2505000,1455000,510000,1155000,765000,2235000,Cash
669,21,Female,Sophomore,Economics,8385000,2535000,79545000,6465000,3330000,1545000,3555000,1200000,840000,2820000,1170000,2640000,Credit/Debit Card
670,23,Male,Sophomore,Engineering,17160000,12000000,58215000,6075000,5715000,1950000,2685000,1590000,1410000,3240000,1230000,750000,Credit/Debit Card
671,20,Non-binary,Junior,Psychology,19440000,1695000,81780000,6930000,2865000,1035000,3570000,1395000,765000,2325000,2805000,1530000,Credit/Debit Card
672,24,Male,Senior,Engineering,14370000,13530000,68685000,6375000,3930000,2340000,1080000,2055000,315000,4230000,1230000,2025000,Cash
673,25,Male,Junior,Economics,11625000,10635000,62925000,10200000,1725000,2730000,1260000,1920000,390000,1590000,1680000,1395000,Credit/Debit Card
674,25,Non-binary,Junior,Economics,22245000,7785000,70140000,14550000,2175000,2520000,4050000,345000,585000,1080000,1590000,2790000,Mobile Payment App
675,19,Male,Junior,Biology,19560000,3480000,68100000,9765000,2760000,1530000,2865000,2220000,1005000,4020000,675000,750000,Mobile Payment App
676,24,Female,Sophomore,Biology,21000000,13380000,70890000,11235000,5385000,2445000,4410000,1980000,300000,3120000,2220000,1230000,Mobile Payment App
677,24,Non-binary,Freshman,Computer Science,21600000,13035000,87780000,11385000,4065000,1125000,2805000,1155000,990000,4425000,2940000,1065000,Mobile Payment App
678,22,Female,Freshman,Economics,21900000,9750000,53430000,11565000,4665000,930000,3975000,795000,1440000,1680000,555000,1155000,Credit/Debit Card
679,20,Non-binary,Junior,Biology,20685000,10710000,71370000,13905000,2880000,1785000,4320000,2055000,885000,1425000,2910000,495000,Credit/Debit Card
680,18,Female,Junior,Computer Science,14130000,8175000,87075000,13710000,1620000,750000,3090000,360000,840000,810000,2820000,1050000,Mobile Payment App
681,25,Non-binary,Junior,Biology,11100000,13065000,62910000,7095000,5490000,1245000,2340000,930000,495000,1290000,1215000,1170000,Cash
682,18,Female,Sophomore,Psychology,17790000,10995000,88845000,8115000,4365000,1665000,1710000,630000,735000,1095000,2490000,1965000,Cash
683,23,Male,Junior,Biology,10965000,12180000,84555000,8730000,2220000,1110000,3510000,405000,1020000,2370000,1215000,720000,Cash
684,20,Male,Junior,Economics,20205000,11025000,83445000,14610000,4650000,1470000,2505000,525000,645000,4470000,2730000,555000,Cash
685,19,Female,Freshman,Biology,16275000,6255000,70200000,10575000,2385000,2730000,4425000,1980000,990000,1575000,2775000,810000,Cash
686,22,Male,Senior,Biology,9975000,6015000,54675000,14505000,2265000,750000,3480000,1770000,1125000,2730000,2715000,2220000,Mobile Payment App
687,22,Male,Freshman,Economics,21330000,10110000,75450000,9945000,4980000,2220000,3765000,1950000,915000,2805000,1860000,1755000,Cash
688,24,Male,Freshman,Biology,20490000,4785000,53235000,13815000,5835000,1905000,2190000,660000,1395000,3360000,2265000,450000,Mobile Payment App
689,21,Female,Sophomore,Engineering,10710000,9675000,56265000,12795000,2235000,990000,2760000,525000,315000,3285000,2640000,1080000,Mobile Payment App
690,25,Male,Freshman,Psychology,18885000,2085000,74145000,11205000,3000000,1410000,3390000,2130000,585000,2100000,1425000,975000,Credit/Debit Card
691,19,Female,Senior,Economics,14625000,14085000,48840000,14040000,5520000,2685000,2475000,2160000,1335000,780000,720000,1800000,Mobile Payment App
692,24,Female,Senior,Engineering,21300000,3525000,54135000,12615000,2265000,2850000,2625000,300000,1455000,855000,2310000,1065000,Cash
693,24,Non-binary,Sophomore,Engineering,9060000,11265000,55305000,8310000,3255000,990000,2820000,1830000,480000,2535000,1035000,2250000,Cash
694,25,Non-binary,Senior,Economics,18750000,7635000,64320000,10185000,1875000,1470000,1380000,1800000,585000,1635000,2190000,2820000,Cash
695,20,Non-binary,Freshman,Computer Science,8505000,13590000,56220000,12630000,5625000,1440000,2160000,1680000,705000,4170000,2595000,720000,Mobile Payment App
696,25,Female,Freshman,Computer Science,8190000,10365000,81855000,14670000,4290000,1500000,3555000,900000,870000,3090000,2370000,2055000,Cash
697,18,Non-binary,Senior,Economics,17535000,12540000,83055000,14940000,5010000,1245000,4320000,1170000,840000,1575000,2490000,2700000,Mobile Payment App
698,23,Non-binary,Freshman,Economics,12510000,9105000,53730000,10380000,5250000,1320000,4470000,2250000,1350000,3720000,765000,510000,Credit/Debit Card
699,19,Non-binary,Sophomore,Computer Science,16755000,3510000,50490000,14100000,3180000,1305000,1815000,2085000,615000,4470000,1785000,2370000,Mobile Payment App
700,25,Male,Freshman,Economics,10155000,13410000,83925000,12615000,4695000,780000,3285000,990000,630000,1380000,1800000,1260000,Mobile Payment App
701,20,Non-binary,Freshman,Engineering,21495000,14460000,71655000,13560000,4905000,1155000,1680000,2190000,1065000,1455000,2505000,1755000,Cash
702,20,Female,Freshman,Biology,13335000,9495000,46500000,7860000,3705000,1230000,3015000,1530000,1380000,1545000,1440000,450000,Credit/Debit Card
703,21,Male,Junior,Biology,10050000,10620000,89010000,9735000,5790000,2190000,2730000,1980000,720000,2625000,885000,2325000,Credit/Debit Card
704,19,Male,Senior,Economics,9675000,9240000,70410000,13560000,2370000,1035000,2220000,900000,1470000,1710000,600000,1080000,Credit/Debit Card
705,21,Female,Junior,Psychology,16605000,14565000,89955000,10800000,4335000,1860000,3150000,525000,765000,2355000,1515000,2520000,Mobile Payment App
706,22,Female,Sophomore,Psychology,11250000,8580000,62160000,8445000,1560000,2865000,870000,330000,1455000,795000,615000,1485000,Cash
707,21,Male,Sophomore,Biology,9810000,3915000,50385000,12030000,1860000,840000,855000,615000,840000,1665000,930000,2940000,Mobile Payment App
708,20,Male,Freshman,Psychology,17115000,855000,86010000,10440000,4260000,1245000,3060000,945000,690000,840000,1875000,825000,Cash
709,22,Female,Sophomore,Biology,12165000,12225000,70860000,12225000,4500000,1800000,1890000,330000,1395000,1560000,1785000,2280000,Cash
710,23,Female,Senior,Engineering,21780000,7800000,51945000,12330000,4755000,1155000,2220000,1365000,915000,2490000,1995000,1830000,Mobile Payment App
711,20,Non-binary,Junior,Psychology,18825000,1230000,71085000,6975000,6000000,1020000,2850000,360000,1050000,3690000,1980000,2400000,Mobile Payment App
712,24,Female,Junior,Computer Science,11055000,3990000,74460000,11700000,4545000,1665000,2985000,930000,1410000,2895000,1455000,855000,Credit/Debit Card
713,25,Male,Freshman,Engineering,21285000,3795000,61335000,6660000,3300000,2220000,1710000,975000,435000,2040000,510000,525000,Credit/Debit Card
714,23,Non-binary,Freshman,Computer Science,12225000,1140000,66915000,6690000,1980000,2475000,2475000,870000,1485000,2025000,2610000,1665000,Cash
715,25,Male,Senior,Engineering,15510000,9030000,51660000,7755000,3570000,1650000,3825000,1290000,1155000,4215000,2250000,840000,Credit/Debit Card
716,24,Non-binary,Freshman,Computer Science,15330000,9390000,71955000,6195000,2085000,2505000,2475000,1125000,855000,3285000,1890000,645000,Mobile Payment App
717,23,Female,Sophomore,Biology,20115000,12585000,45495000,7710000,4500000,1830000,2055000,600000,915000,2550000,975000,1500000,Cash
718,20,Female,Senior,Engineering,14985000,13785000,87285000,7605000,4035000,1785000,3420000,1485000,735000,825000,1725000,795000,Mobile Payment App
719,21,Male,Freshman,Psychology,18270000,2430000,82005000,10260000,4200000,1965000,2790000,1545000,1275000,1365000,1335000,1890000,Mobile Payment App
720,24,Male,Sophomore,Economics,19980000,10575000,52680000,11940000,5985000,2985000,1185000,810000,1290000,3090000,1485000,1935000,Cash
721,20,Non-binary,Freshman,Biology,13545000,5565000,63450000,11970000,4785000,900000,1350000,1515000,360000,2205000,1050000,2550000,Credit/Debit Card
722,25,Non-binary,Freshman,Biology,13980000,13305000,79605000,7080000,5175000,915000,2850000,1785000,1035000,3525000,1005000,600000,Mobile Payment App
723,21,Female,Junior,Biology,9510000,4950000,89415000,11610000,5010000,2895000,1575000,1245000,690000,2490000,3000000,2250000,Cash
724,25,Male,Senior,Biology,8295000,4020000,46950000,11040000,2100000,1020000,2250000,1485000,495000,4320000,765000,2985000,Credit/Debit Card
725,21,Male,Junior,Economics,8205000,10170000,84150000,7650000,2880000,1845000,3720000,855000,420000,3780000,2115000,1830000,Cash
726,18,Male,Senior,Computer Science,13005000,9690000,45210000,14160000,4800000,2475000,3480000,1440000,1095000,4470000,2130000,2745000,Cash
727,20,Male,Sophomore,Economics,12945000,12660000,46320000,14490000,5565000,990000,3405000,1755000,480000,3675000,825000,1245000,Mobile Payment App
728,25,Non-binary,Sophomore,Biology,9045000,4815000,73185000,6300000,3465000,1890000,3720000,1110000,480000,2580000,1200000,2895000,Mobile Payment App
729,21,Female,Junior,Computer Science,22200000,8325000,53010000,11985000,3885000,1500000,3810000,1395000,990000,4185000,2865000,825000,Credit/Debit Card
730,18,Male,Freshman,Engineering,7830000,6720000,56160000,10590000,2610000,1200000,4260000,1350000,915000,3420000,990000,2715000,Mobile Payment App
731,22,Female,Junior,Biology,20640000,7650000,49770000,6900000,1980000,2385000,885000,1320000,570000,1305000,1320000,1140000,Cash
732,22,Non-binary,Junior,Computer Science,17925000,14820000,85935000,6825000,1725000,1755000,1110000,1935000,1395000,2310000,2325000,2850000,Credit/Debit Card
733,24,Non-binary,Freshman,Psychology,18345000,11775000,52815000,12315000,1920000,750000,2025000,1440000,1005000,2730000,2085000,2940000,Credit/Debit Card
734,21,Female,Junior,Computer Science,9195000,7860000,54600000,12510000,3285000,855000,1065000,1335000,585000,3615000,990000,1395000,Cash
735,25,Non-binary,Sophomore,Engineering,12660000,11490000,60255000,12600000,2685000,2835000,3450000,1920000,1110000,2355000,570000,1965000,Mobile Payment App
736,24,Female,Junior,Computer Science,9300000,2880000,63195000,10890000,4980000,2160000,4335000,1380000,360000,2925000,2025000,1905000,Cash
737,22,Male,Freshman,Psychology,14745000,14160000,63240000,14670000,1710000,1545000,870000,1845000,1080000,1710000,1140000,945000,Credit/Debit Card
738,25,Male,Sophomore,Biology,14940000,3750000,89625000,7800000,4755000,1815000,1725000,705000,1335000,3615000,675000,1215000,Mobile Payment App
739,18,Male,Junior,Engineering,16590000,11910000,46125000,13215000,2475000,2490000,3900000,345000,480000,2025000,735000,510000,Cash
740,23,Non-binary,Senior,Engineering,15480000,12135000,65385000,14805000,5460000,2640000,1005000,1110000,780000,840000,2490000,1005000,Credit/Debit Card
741,20,Female,Senior,Biology,21285000,14865000,69705000,9720000,3915000,2265000,1170000,825000,465000,3330000,2025000,1080000,Credit/Debit Card
742,22,Male,Sophomore,Economics,9150000,1500000,77130000,7095000,4470000,2460000,2085000,675000,1005000,1155000,480000,1695000,Cash
743,19,Female,Junior,Economics,21735000,8985000,71850000,13275000,1635000,855000,4395000,1050000,1350000,4005000,2460000,495000,Cash
744,25,Male,Senior,Engineering,19050000,7560000,52005000,7260000,4290000,1980000,4365000,2070000,720000,2325000,2430000,615000,Credit/Debit Card
745,18,Non-binary,Freshman,Computer Science,11550000,9555000,75825000,12210000,4095000,825000,2100000,2010000,915000,1965000,1920000,585000,Mobile Payment App
746,25,Non-binary,Sophomore,Psychology,13665000,13935000,68925000,8670000,5070000,1830000,2475000,375000,1305000,4125000,2640000,1410000,Credit/Debit Card
747,18,Female,Junior,Biology,19545000,4485000,75465000,10515000,3630000,2745000,3735000,1545000,1185000,1605000,1110000,780000,Credit/Debit Card
748,19,Non-binary,Junior,Engineering,20505000,10320000,54045000,6780000,5580000,2430000,2655000,435000,990000,3645000,450000,2325000,Credit/Debit Card
749,25,Non-binary,Sophomore,Computer Science,7635000,9960000,51735000,11685000,3645000,2295000,4215000,1620000,780000,1050000,2175000,2880000,Credit/Debit Card
750,22,Male,Junior,Engineering,12060000,8730000,79485000,13380000,2295000,2595000,2985000,480000,1260000,4335000,1890000,690000,Cash
751,23,Female,Freshman,Computer Science,19020000,4065000,79845000,13470000,3060000,2805000,3225000,1695000,1215000,3180000,1665000,855000,Credit/Debit Card
752,22,Non-binary,Junior,Engineering,22380000,1230000,55800000,12345000,4155000,2790000,4125000,2115000,915000,2505000,975000,510000,Cash
753,23,Non-binary,Senior,Biology,21030000,6915000,57405000,13560000,4815000,2070000,2205000,1710000,495000,2970000,2820000,2685000,Cash
754,24,Non-binary,Junior,Psychology,10095000,9090000,60525000,12270000,5325000,1545000,3855000,525000,705000,840000,2235000,720000,Credit/Debit Card
755,22,Female,Sophomore,Biology,17610000,14430000,73410000,6390000,4935000,2865000,2625000,435000,510000,1695000,2340000,2565000,Cash
756,20,Female,Freshman,Biology,9525000,12405000,61875000,14535000,2910000,2940000,3420000,1215000,1020000,1800000,1680000,2775000,Credit/Debit Card
757,23,Male,Sophomore,Engineering,11880000,8760000,66015000,9465000,3360000,1500000,1080000,1095000,420000,1470000,1515000,2100000,Credit/Debit Card
758,22,Non-binary,Sophomore,Biology,14970000,13920000,47985000,8475000,2265000,1065000,4050000,1170000,1470000,4365000,1860000,1875000,Mobile Payment App
759,21,Non-binary,Junior,Biology,12990000,8715000,86625000,11595000,4005000,1500000,3780000,480000,390000,1455000,630000,1230000,Credit/Debit Card
760,23,Non-binary,Sophomore,Biology,21120000,8490000,55710000,13575000,3345000,2520000,3930000,1860000,465000,1845000,870000,2835000,Cash
761,25,Non-binary,Freshman,Biology,10980000,1545000,50025000,11130000,5925000,2310000,3675000,1950000,1095000,2670000,1500000,1200000,Credit/Debit Card
762,18,Non-binary,Junior,Engineering,16605000,7665000,82605000,11070000,2160000,1965000,3195000,795000,570000,2340000,2055000,705000,Cash
763,24,Female,Freshman,Engineering,17475000,1020000,61890000,12885000,4995000,2940000,1860000,1635000,735000,2775000,2685000,435000,Cash
764,19,Female,Freshman,Computer Science,19740000,13005000,66480000,9405000,1650000,2775000,3390000,375000,510000,1350000,2850000,2025000,Credit/Debit Card
765,21,Non-binary,Junior,Psychology,22065000,4200000,61560000,12930000,4680000,2700000,3615000,1050000,1350000,1260000,2730000,1815000,Cash
766,18,Non-binary,Sophomore,Psychology,8040000,8355000,56160000,7470000,5625000,1920000,2775000,945000,1455000,4470000,675000,540000,Cash
767,21,Male,Sophomore,Economics,15675000,8130000,62310000,14055000,2355000,2460000,3690000,375000,435000,1485000,690000,1155000,Credit/Debit Card
768,24,Non-binary,Junior,Biology,9135000,5835000,64935000,14010000,5895000,1020000,1155000,495000,1440000,3525000,720000,2790000,Mobile Payment App
769,20,Male,Senior,Psychology,8715000,14460000,74625000,11625000,1590000,1290000,1260000,330000,1020000,1260000,585000,2580000,Mobile Payment App
770,20,Female,Sophomore,Biology,16590000,3180000,50640000,6915000,1950000,2625000,3465000,2025000,555000,885000,2955000,2520000,Credit/Debit Card
771,22,Non-binary,Freshman,Psychology,19740000,10650000,53220000,10230000,5730000,1035000,4020000,930000,1425000,3765000,1770000,330000,Credit/Debit Card
